mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__epsilon,param_model__gamma,param_model__kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.009651470184326171,0.0004355244959380285,0.004922914505004883,0.000779227310907901,10.0,0.1,auto,linear,"{'model__C': 10, 'model__epsilon': 0.1, 'model__gamma': 'auto', 'model__kernel': 'linear'}",-0.03958951571409692,-0.0742471670963866,-0.186452282014263,-0.1718065848437661,-0.1135574182638061,-0.11713059358646374,0.05596308625062459,9
0.009937143325805664,0.0011784784091411324,0.006423473358154297,0.0023932860981551738,100.0,0.01,scale,rbf,"{'model__C': 100, 'model__epsilon': 0.01, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.03548206862431589,-0.06515714334348956,-0.18389348849187837,-0.1738350597796268,-0.19757484761755692,-0.1311885215713735,0.06711714101707687,17
0.009917354583740235,0.0013747241949372433,0.004573202133178711,0.0005467667907322993,100.0,0.01,scale,linear,"{'model__C': 100, 'model__epsilon': 0.01, 'model__gamma': 'scale', 'model__kernel': 'linear'}",-0.0380647108511383,-0.08594476938621728,-0.12249814032974321,-0.12864052769503273,-0.6135621855340475,-0.1977420667592358,0.21039892396739077,41
0.009618091583251952,0.0010369559562575874,0.005737781524658203,0.00121156735616221,100.0,0.01,auto,rbf,"{'model__C': 100, 'model__epsilon': 0.01, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.03548206862431589,-0.06515714334348956,-0.18389348849187837,-0.1738350597796268,-0.19757484761755692,-0.1311885215713735,0.06711714101707687,17
0.010651493072509765,0.0016273693038508631,0.0055367469787597655,0.0023131830931976904,100.0,0.01,auto,linear,"{'model__C': 100, 'model__epsilon': 0.01, 'model__gamma': 'auto', 'model__kernel': 'linear'}",-0.0380647108511383,-0.08594476938621728,-0.12249814032974321,-0.12864052769503273,-0.6135621855340475,-0.1977420667592358,0.21039892396739077,41
0.011138105392456054,0.00266756782426288,0.0058330059051513675,0.0008116502790252365,100.0,0.05,scale,rbf,"{'model__C': 100, 'model__epsilon': 0.05, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.03958951571409692,-0.07352849187669433,-0.1850247545820334,-0.1802272688231698,-0.1876854786035332,-0.13321110191990554,0.06354470491362543,31
0.009459352493286133,0.0005379447778290294,0.00517120361328125,0.000682781669910325,100.0,0.05,scale,linear,"{'model__C': 100, 'model__epsilon': 0.05, 'model__gamma': 'scale', 'model__kernel': 'linear'}",-0.03958951571409692,-0.07362546007863961,-0.17201024837599135,-0.1556515519685181,-0.09637502749232317,-0.10745036072591382,0.0497256777255929,1
0.009795141220092774,0.0005652081076839118,0.0047055244445800785,0.0004212206454154205,100.0,0.05,auto,rbf,"{'model__C': 100, 'model__epsilon': 0.05, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.03958951571409692,-0.07352849187669433,-0.1850247545820334,-0.1802272688231698,-0.1876854786035332,-0.13321110191990554,0.06354470491362543,31
0.0102203369140625,0.0020535612373771377,0.0048466682434082035,0.00038690502372614355,100.0,0.05,auto,linear,"{'model__C': 100, 'model__epsilon': 0.05, 'model__gamma': 'auto', 'model__kernel': 'linear'}",-0.03958951571409692,-0.07362546007863961,-0.17201024837599135,-0.1556515519685181,-0.09637502749232317,-0.10745036072591382,0.0497256777255929,1
0.009607744216918946,0.0006846823277730209,0.0043201446533203125,0.00024422540719935105,100.0,0.1,scale,rbf,"{'model__C': 100, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'rbf'}",-0.03958951571409692,-0.0742471670963866,-0.186452282014263,-0.18485274013781913,-0.1781522624959864,-0.13265879349171042,0.0628671802455929,25
0.010144615173339843,0.0006090976568016463,0.004672479629516601,0.0002836399371380171,100.0,0.1,scale,linear,"{'model__C': 100, 'model__epsilon': 0.1, 'model__gamma': 'scale', 'model__kernel': 'linear'}",-0.03958951571409692,-0.0742471670963866,-0.186452282014263,-0.1718065848437661,-0.1135574182638061,-0.11713059358646374,0.05596308625062459,9
0.009824085235595702,0.0019259266192482834,0.003988409042358398,0.000589036105817821,100.0,0.1,auto,rbf,"{'model__C': 100, 'model__epsilon': 0.1, 'model__gamma': 'auto', 'model__kernel': 'rbf'}",-0.03958951571409692,-0.0742471670963866,-0.186452282014263,-0.18485274013781913,-0.1781522624959864,-0.13265879349171042,0.0628671802455929,25
0.007974910736083984,0.0008155819380583748,0.003332710266113281,0.0006395497854851008,100.0,0.1,auto,linear,"{'model__C': 100, 'model__epsilon': 0.1, 'model__gamma': 'auto', 'model__kernel': 'linear'}",-0.03958951571409692,-0.0742471670963866,-0.186452282014263,-0.1718065848437661,-0.1135574182638061,-0.11713059358646374,0.05596308625062459,9
